seqName,insertions,aaInsertions
EPI_ISL_16494793|A/Netherlands/12218/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-30,,
EPI_ISL_15774519|A/Netherlands/11782/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-18,,
EPI_ISL_14751125|A/Netherlands/11702/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-10,,
EPI_ISL_15774526|A/Netherlands/11793/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-24,,
EPI_ISL_14751123|A/Netherlands/11700/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-15,,
EPI_ISL_15345823|A/Netherlands/11742/2022|A_/_H1N1|pdm09|PB1|Original|2022-09-20,,
EPI_ISL_16600539|A/Netherlands/10083/2023|A_/_H1N1|pdm09|PB1|Original|2023-01-09,,
EPI_ISL_16600535|A/Netherlands/10079/2023|A_/_H1N1|pdm09|PB1|Original|2023-01-03,,
EPI_ISL_14570072|A/Netherlands/11691/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-05,,
EPI_ISL_16600536|A/Netherlands/10080/2023|A_/_H1N1|pdm09|PB1|Original|2023-01-09,,
EPI_ISL_15345827|A/Netherlands/11747/2022|A_/_H1N1|pdm09|PB1|Original|2022-09-30,,
EPI_ISL_16494798|A/Netherlands/12229/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-28,,
EPI_ISL_16494795|A/Netherlands/12226/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-31,,
EPI_ISL_16494794|A/Netherlands/12225/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-29,,
EPI_ISL_16390319|A/Netherlands/12148/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-26,,
EPI_ISL_16350782|A/Netherlands/12013/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-19,,
EPI_ISL_16215309|A/Netherlands/11933/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-10,,
EPI_ISL_16215308|A/Netherlands/11932/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-11,,
EPI_ISL_16215306|A/Netherlands/11930/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-09,,
EPI_ISL_16215291|A/Netherlands/11885/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-02,,
EPI_ISL_16494797|A/Netherlands/12228/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-27,,
EPI_ISL_16215290|A/Netherlands/11884/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-02,,
EPI_ISL_16350769|A/Netherlands/12000/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-16,,
EPI_ISL_16028379|A/Netherlands/11853/2022|A_/_H1N1|pdm09|PB1|Original|2022-11-28,,
EPI_ISL_16028378|A/Netherlands/11852/2022|A_/_H1N1|pdm09|PB1|Original|2022-11-26,,
EPI_ISL_15774532|A/Netherlands/11805/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-31,,
EPI_ISL_15774530|A/Netherlands/11803/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-30,,
EPI_ISL_15774522|A/Netherlands/11788/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-23,,
EPI_ISL_15544302|A/Netherlands/11781/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-14,,
EPI_ISL_15544301|A/Netherlands/11780/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-13,,
EPI_ISL_16390296|A/Netherlands/12023/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-20,,
EPI_ISL_15774527|A/Netherlands/11795/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-26,,
EPI_ISL_16215295|A/Netherlands/11889/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-05,,
EPI_ISL_16350768|A/Netherlands/11999/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-16,,
EPI_ISL_15544285|A/Netherlands/11754/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-06,,
EPI_ISL_14751122|A/Netherlands/11699/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-11,,
EPI_ISL_16215288|A/Netherlands/11882/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-01,,
EPI_ISL_15544283|A/Netherlands/11752/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-06,,
EPI_ISL_13096514|A/Netherlands/11634/2022|A_/_H1N1|pdm09|PB1|Original|2022-05-23,,
EPI_ISL_15544292|A/Netherlands/11768/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-12,,
EPI_ISL_16390320|A/Netherlands/12149/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-21,,
EPI_ISL_15345822|A/Netherlands/11732/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-30,,
EPI_ISL_16600545|A/Netherlands/10107/2023|A_/_H1N1|pdm09|PB1|Original|2023-01-08,,
EPI_ISL_16600543|A/Netherlands/10104/2023|A_/_H1N1|pdm09|PB1|Original|2023-01-08,,
EPI_ISL_15544284|A/Netherlands/11753/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-04,,
EPI_ISL_16600540|A/Netherlands/10092/2023|A_/_H1N1|pdm09|PB1|Original|2023-01-03,,
EPI_ISL_16494786|A/Netherlands/12189/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-29,,
EPI_ISL_16494783|A/Netherlands/12180/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-27,,
EPI_ISL_16494782|A/Netherlands/12178/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-26,,
EPI_ISL_16390328|A/Netherlands/12166/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-25,,
EPI_ISL_16390327|A/Netherlands/12164/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-24,,
EPI_ISL_14918899|A/Netherlands/11722/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-23,,
EPI_ISL_16390321|A/Netherlands/12156/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-19,,
EPI_ISL_16350774|A/Netherlands/12005/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-17,,
EPI_ISL_16350773|A/Netherlands/12004/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-13,,
EPI_ISL_16390325|A/Netherlands/12162/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-23,,
EPI_ISL_15544286|A/Netherlands/11755/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-05,,
EPI_ISL_15544296|A/Netherlands/11775/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-06,,
EPI_ISL_16390326|A/Netherlands/12163/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-24,,
EPI_ISL_15544295|A/Netherlands/11774/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-04,,
EPI_ISL_14751137|A/Netherlands/11714/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-06,,
EPI_ISL_14751136|A/Netherlands/11713/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-04,,
EPI_ISL_16390324|A/Netherlands/12161/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-23,,
EPI_ISL_14751134|A/Netherlands/11711/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-17,,
EPI_ISL_14751130|A/Netherlands/11707/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-06,,
EPI_ISL_14120549|A/Netherlands/11664/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-06,,
EPI_ISL_14120529|A/Netherlands/11661/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-04,,
EPI_ISL_15544293|A/Netherlands/11772/2022|A_/_H1N1|pdm09|PB1|Original|2022-09-21,,
EPI_ISL_13096513|A/Netherlands/11633/2022|A_/_H1N1|pdm09|PB1|Original|2022-05-22,,
EPI_ISL_14120558|A/Netherlands/11666/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-13,,
EPI_ISL_14120514|A/Netherlands/11670/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-09,,
EPI_ISL_15895146|A/Netherlands/11820/2022|A_/_H1N1|pdm09|PB1|Original|2022-11-05,,
EPI_ISL_15895145|A/Netherlands/11819/2022|A_/_H1N1|pdm09|PB1|Original|2022-11-04,,
EPI_ISL_15544289|A/Netherlands/11759/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-05,,
EPI_ISL_15544287|A/Netherlands/11756/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-04,,
EPI_ISL_17179480|A/Netherlands/10387/2023|A_/_H1N1|pdm09|PB1|Original|2023-02-21,,
EPI_ISL_16028376|A/Netherlands/11850/2022|A_/_H1N1|pdm09|PB1|Original|2022-11-23,,
EPI_ISL_15774528|A/Netherlands/11801/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-29,,
EPI_ISL_14120521|A/Netherlands/11660/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-03,,
EPI_ISL_14918898|A/Netherlands/11721/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-08,,
EPI_ISL_14918897|A/Netherlands/11719/2022|A_/_H1N1|pdm09|PB1|Original|2022-08-28,,
EPI_ISL_15774533|A/Netherlands/11806/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-30,,
EPI_ISL_15215321|A/Netherlands/11733/2022|A_/_H1N1|pdm09|PB1|Original|2022-09-06,,
EPI_ISL_13324721|A/Netherlands/11651/2022|A_/_H1N1|pdm09|PB1|Original|2022-06-03,,
EPI_ISL_15774520|A/Netherlands/11784/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-17,,
EPI_ISL_15544299|A/Netherlands/11778/2022|A_/_H1N1|pdm09|PB1|Original|2022-10-12,,
EPI_ISL_16215333|A/Netherlands/11921/2022|A_/_H1N1|pdm09|PB1|Original|2022-12-09,,
EPI_ISL_15215324|A/Netherlands/11736/2022|A_/_H1N1|pdm09|PB1|Original|2022-09-12,,
